101,9443399394,cptcchennai@yahoo.co.in,CENTRAL POLYTECHNIC COLLEGE
102,6382568230,iptdote102@yahoo.com,INSTITUTE OF PRINTING TECHNOLOGY
103,9444600047,www.principalict@yahoo.com,INSTITUTION OF CHEMICAL TECHNOLOGY
104,9443399394,leathertech104@gmail.com,INSTITUTE OF LEATHER TECHNOLOGY
105,9941788950,ittchennai@gmail.com,INSTITUTE OF TEXTILE TECHNOLOGY
106,9884447585,sicecollege_106@yahoo.com,STATE INSTUTUTE OF COMMERCE EDUCATION
109,9487307119,tpevr109@gmail.com,TPEVR GOVERNMENT POLYTECHNIC COLLEGE
110,9944992517,gpolykgiri@yahoo.co.in,GOVERNMENTPOLYTECHNIC COLLEGE
111,9842095391,gptccbe@gmail.com,GOVERNMENT POLYTECHNIC COLLEGE
112,9787295723,gptcooty@gmail.com,GOVERNMENT POLYTECHNIC COLLEGE
113,9443568982,PRINCIGPTC113@GMAIL.COM,GOVERNMENT POLYTECHNIC COLLEGE
115,7845044165,gptc_trichy@yahoo.co.in,GOVERNMENT POLYTECHNIC COLLEGE
116,9003093791,tnptc116@gmail.com,TAMILNADU POLYTECHNIC COLLEGE (AUTONOMOUS)
117,9442986214,alagappapoly117@gmail.com,ALAGAPPA GOVERNMENT POLYTECHNIC COLLEGE
118,9442532061,gpctuticorin@gmail.com,GOVERNMENT POLYTECHNIC COLLEGE
119,9443361094,gptcngl@gmail.com,"GOVERNMENT POLYTECHNIC COLLEGE, KONAM, NAGERCOIL-629004."
120,6382568230,purasawalkampoly@gmail.com,"GOVERNMENT POLYTECHNIC COLLEGE,PURASAWALKAM"
121,9444551640,govtptcmelur@gmail.com,"GOVERNMENT POLYTECHNIC COLLEGE,MELUR."
122,9442920620,gptdharmapuri@gmail.com,GOVERNMENT POLYTECHNIC COLLEGE
123,9487180282,gptckarur@gmail.com,"GOVERNMENT POLYTECHNIC COLLEGE,KARUR - 621301."
124,9865483535,gptcperambalur@gmail.com,GOVERNEMENT POLYTECHNIC COLLEGE
125,9789817316,gptctvr@gmail.com,GOVERNMENT POLYTECHNIC COLLEGE
126,9543709672,gptc.126@gmail.com,GOVERNMENT POLYTECHNIC COLLEGE
127,9944552757,gptctvm127@gmail.com,GOVERNMENT POLYTECHNIC COLLEGE
128,9443109733,128gptc@gmail.com,GOVERNMENT POLYTECHNIC COLLEGE
129,9442210859,gptc.aund@gmail.com,GOVERNMENT POLYTECHNIC COLLEGE
130,8825698326,gpt.jolarpet@gmail.com,GOVERNMENT POLYTECHNIC COLLEGE
