"105","9941788950","ittchennai@gmail.com","INSTITUTE OF TEXTILE TECHNOLOGY"
"109","9487307119","tpevr109@gmail.com","T P E V R GOVERNMENT POLYTECHNIC COLLEGE"
"102","6382568230","iptdote102@yahoo.com","INSTITUTE OF PRINTING TECHNOLOGY"
"103","9444600047","www.principalict@yahoo.com","INSTITUTE OF CHEMICAL TECHNOLOGY"
"106","9884447585","sicecollege_106@yahoo.com","STATE INSTITUTE OF COMMERCE EDUCATION"
"176","9842274719","wptcoimbatore@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE FOR WOMEN"
"111","9842095391","gptccbe@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"118","9442532061","gpctuticorin@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"123","9487180282","gptckarur@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"127","9944552757","gptctvm127@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"112","9787295723","gptcooty@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"110","9944992517","gpolykgiri@yahoo.co.in","GOVERNMENT POLYTECHNIC COLLEGE"
"113","9443568982","PRINCIGPTC113@GMAIL.COM","GOVERNMENT POLYTECHNIC COLLEGE"
"119","9443361094","gptcngl@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"126","9543709672","gptc.126@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"120","6382568230","purasawalkampoly@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"121","9444551640","govtptcmelur@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"124","9865483535","gptcperambalur@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"125","9789817316","gptctvr@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"117","9442986214","alagappapoly117@gmail.com","ALAGAPPA POLYTECHNIC COLLEGE"
"140","9444748513","rkngptc@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"131","9443849950","gptariyalur@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"133","9486501833","gptc136chek@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"141","9500008791","gptkadathur@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"134","9688019148","gptcsankarapuram@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"145","9994669196","gptcpalacode@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"138","9445311127","gptcusilai@yahoo.com","GOVERNMENT POLYTECHNIC COLLEGE"
"147","9442441423","GPTCKDV@GMAIL.COM","GOVERNMENT POLYTECHNIC COLLEGE"
"135","9442453999","gptcheyyar@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"146","9788014410","gptmohanur@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"129","9442210859","gptc.aund@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"148","9444942640","gptcsevvapet@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"130","8825698326","gpt.jolarpet@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"143","9443849950","gptctanjore@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"136","9486067647","gptcsrirangam@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"177","9366645844","maduraigpcw@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE FOR WOMEN"
"201","9952692360","ptleecnt1939@gmail.com","P T LEE CHENGALVARAYA NAICKER POLYTECHNIC COLLEGE"
"137","9442229443","gptcgkt@gmail.com","GOVERNMENT POLYTECHNIC COLLEGE"
"204","9345465933","bptckpm@gmail.com","BAKTHAVATSALAM POLYTECHNIC COLLEGE"
"304","9443193927","principal_aptmmr@yahoo.co.in","ADHIPARASAKTHI POLYTECHNIC COLLEGE"
"207","9443284079","rajapoly@rpg.ac.in","RAJAGOPAL POLYTECHNIC COLLEGE"
"208","9486627172","mptc_208@yahoo.co.in","MUTHIAH POLYTECHNIC COLLEGE"
"320","9976045888","kongu_320@yahoo.co.in","KONGU POLYTECHNIC COLLEGE"
"230","9443449902","kamarajpolytechniccollege@gmail.com","KAMARAJ POLYTECHNIC COLLEGE"
"213","9894599420","213skptc@gmail.com","SRI KRISHNA POLYTECHNIC COLLEGE"
"231","9442082032","principalnpa@gmail.com","N P A CENTENARY POLYTECHNIC COLLEGE"
"275","9994965528","principal@grgpolytech.ac.in","G R G POLYTECHNIC COLLEGE "
"219","9443876959","vdpcollege@gmail.com","VALIVALAM DESIKAR POLYTECHNIC COLLEGE"
"205","9840390698","amktpc@gmail.com","A M K TECHNOLOGICAL POLYTECHNIC COLLEGE"
"227","9443382700","mspcexamcell@gmail.com","MOHAMMED SATHAK POLYTECHNIC COLLEGE"
"228","9486667293","agpoly@eth.net","ARASAN GANESAN POLYTECHNIC COLLEGE"
"222","9940818092","appcpalani222@yahoo.com","ARULMIGU PALANIANDAVAR POLYTECHNIC COLLEGE"
"220","9443156562","ppcprincipal@yahoo.com","PATTUKKOTTAI POLYTECHNIC COLLEGE"
"214","9865753679","principaleit@gmail.com","E I T POLYTECHNIC COLLEGE"
"280","9994352505","adjdexam@gmail.com","A D J DHARMAMBAL POLYTECHNIC COLLEGE"
"217","8754000990","ssmittpc@gmail.com","S S M POLYTECHNIC COLLEGE"
"301","8610784483","vrptoffice@gmail.com","V RAMAKRISHNA POLYTECHNIC COLLEGE"
"302","9094719142","principal302_utr@yahoo.cm","MEENAKSHI AMMAL POLYTECHNIC COLLEGE"
"311","6381294334","principalsapt@yahoo.com","SWAMY ABEDHANANDHA POLYTECHNIC COLLEGE"
"303","9003085730","snnpt303@gmail.com","SRI NALLALAGHU POLYTECHNIC COLLEGE"
"334","9994100415","ccmrpolytechnic@yahoo.com","C C M RAMAKRISHNA POLYTECHNIC COLLEGE"
"331","9843578777","principal@sptc.org.in","SUBRAMANIAN POLYTECHNIC COLLEGE"
"315","9944459537","examcelltech@sankara.ac.in","SANKARA POLYTECHNIC COLLEGE"
"340","9585514662","principal@klnpoly.co","K L NAGASWAMY MEMORIAL POLYTECHNIC COLLEGE"
"312","9487038104","pandiyanpolytech@gmail.com","PANDIYAN POLYTECHNIC COLLEGE"
"335","7402711777","karurpolytechnicoffice@gmail.com","THE KARUR POLYTECHNIC COLLEGE"
"319","9944554488","nanjappapolytechnic@yahoo.in","NANJAPPA  POLYTECHNIC COLLEGE"
"323","7826035036","principaltrnp@gmail.com","THIRU RAMAKRISHNA NALLAMMAI POLYTECHNIC COLLEGE"
"325","9789456708","ajkksapt@yahoo.co.in","ANNAI J K K SAMPOORANI AMMAL POLYTECHNIC COLLEGE"
"337","9941501372","337miet@gmail.com","M I E T POLYTECHNIC COLLEGE"
"327","9500449955","metmpt@yahoo.com","MUTHAYAMMAL POLYTECHNIC COLLEGE"
"324","9677792232","alameenpoly_erd@yahoo.co.in","AL-AMEEN POLYTECHNIC COLLEGE"
"333","9443740418","office@spt.sastra.edu","SHANMUGA POLYTECHNIC COLLEGE"
"347","9894909549","prlakptc@yahoo.co.in","ARULMIGU KALASALINGAM POLYTECHNIC COLLEGE"
"329","9003734532","csiptc@yahoo.co.in","C S I POLYTECHNIC COLLEGE"
"317","9442906047","317sngpc@gmail.com","SREE NARAYANAGURU POLYTECHNIC COLLEGE"
