1101,65,7,2209,4,Paid,No
1101,83,7,2209,11,Paid,No
1103,65,7,2209,4,Paid,No      
1103,83,7,2209,6,Paid,No
1105,100,7,2209,5,Paid,No
1105,65,7,2209,3,Paid,No
1105,83,7,2209,7,Paid,No
1106,65,7,2209,2,Paid,No
1106,83,7,2209,1,Paid,No
1107,83,7,2209,1,Paid,No
1108,100,7,2209,1,Paid,No
1108,65,7,2209,3,Paid,No
1108,91,7,2209,2,Paid,No
1108,83,7,2209,5,Paid,No
1111,65,7,2209,3,Paid,No
1111,83,7,2209,5,Paid,No
1114,65,7,2209,3,Paid,No
1114,83,7,2209,4,Paid,No
1118,65,7,2209,3,Paid,No
1118,83,7,2209,3,Paid,No
1120,83,7,2209,3,Paid,No
1121,83,7,2209,1,Paid,No
1123,65,7,2209,3,Paid,No
1123,83,7,2209,3,Paid,No
1124,65,7,2209,5,Paid,No
1124,83,7,2209,10,Paid,No
1125,65,7,2209,3,Paid,No
1125,83,7,2209,7,Paid,No
1126,65,7,2209,2,Paid,No
1126,83,7,2209,1,Paid,No
1127,100,7,2209,3,Paid,No
1127,65,7,2209,2,Paid,No
1127,83,7,2209,4,Paid,No
1128,65,7,2209,2,Paid,No
1128,83,7,2209,4,Paid,No
1133,65,7,2209,3,Paid,No
1133,83,7,2209,4,Paid,No
1138,83,7,2209,2,Paid,No
2101,83,7,2209,1,Paid,No
2102,100,7,2209,4,Paid,No
2102,83,7,2209,4,Paid,No
2103,65,7,2209,7,Paid,No
2103,83,7,2209,7,Paid,No
2104,65,7,2209,13,Paid,No
2104,83,7,2209,34,Paid,No
2104,98,7,2209,12,Paid,No
2105,65,7,2209,5,Paid,No
2105,83,7,2209,14,Paid,No
2106,65,7,2209,5,Paid,No
2106,83,7,2209,8,Paid,No
2108,83,7,2209,10,Paid,No
2108,87,7,2209,6,Paid,No
2109,65,7,2209,8,Paid,No
2109,83,7,2209,19,Paid,No
2111,100,7,2209,1,Paid,No
2111,83,7,2209,2,Paid,No
2112,83,7,2209,2,Paid,No
2113,100,7,2209,7,Paid,No
2113,65,7,2209,1,Paid,No
2115,65,7,2209,13,Paid,No
2115,83,7,2209,14,Paid,No
2117,83,7,2209,6,Paid,No
2119,93,7,2209,1,Paid,No
2119,65,7,2209,2,Paid,No
2119,83,7,2209,7,Paid,No
2126,65,7,2209,2,Paid,No
2126,83,7,2209,3,Paid,No
2129,65,7,2209,7,Paid,No
2129,83,7,2209,17,Paid,No
5134,65,7,2209,13,Paid,No
5134,83,7,2209,10,Paid,No
3101,65,7,2209,3,Paid,No
3101,83,7,2209,3,Paid,No
3103,56,7,2209,13,Paid,No
3105,100,7,2209,5,Paid,No
3105,65,7,2209,7,Paid,No
3105,83,7,2209,7,Paid,No
3107,49,7,2209,1,Paid,No
3108,100,7,2209,3,Paid,No
3108,65,7,2209,6,Paid,No
3108,83,7,2209,11,Paid,No
3110,100,7,2209,10,Paid,No
3110,93,7,2209,5,Paid,No
3110,65,7,2209,6,Paid,No
3110,91,7,2209,2,Paid,No
3110,125,7,2209,7,Paid,No
3110,83,7,2209,8,Paid,No
3110,98,7,2209,3,Paid,No
3111,65,7,2209,12,Paid,No
3111,83,7,2209,24,Paid,No
3114,65,7,2209,3,Paid,No
3114,83,7,2209,3,Paid,No
3115,65,7,2209,11,Paid,No
3115,83,7,2209,9,Paid,No
3116,65,7,2209,1,Paid,No
3116,83,7,2209,5,Paid,No
3118,65,7,2209,1,Paid,No
3118,83,7,2209,5,Paid,No
3121,83,7,2209,2,Paid,No
3124,65,7,2209,5,Paid,No
3124,83,7,2209,21,Paid,No
3126,83,7,2209,1,Paid,No
3128,65,7,2209,4,Paid,No
3128,125,7,2209,2,Paid,No
3128,83,7,2209,4,Paid,No
3128,98,7,2209,8,Paid,No
3128,7013,7,2209,2,Paid,No
4101,65,7,2209,6,Paid,No
4101,83,7,2209,8,Paid,No
4103,65,7,2209,1,Paid,No
4103,83,7,2209,3,Paid,No
4106,65,7,2209,2,Paid,No
4106,83,7,2209,3,Paid,No
4107,65,7,2209,5,Paid,No
4107,83,7,2209,9,Paid,No
4108,65,7,2209,1,Paid,No
4108,83,7,2209,3,Paid,No
4114,65,7,2209,1,Paid,No
4114,83,7,2209,3,Paid,No
4115,65,7,2209,3,Paid,No
4115,83,7,2209,5,Paid,No
4117,65,7,2209,1,Paid,No
4117,83,7,2209,6,Paid,No
4118,65,7,2209,4,Paid,No
4118,83,7,2209,4,Paid,No
4121,83,7,2209,1,Paid,No
4123,65,7,2209,1,Paid,No
4123,83,7,2209,5,Paid,No
4126,65,7,2209,1,Paid,No
4126,83,7,2209,1,Paid,No
4127,100,7,2209,2,Paid,No
4127,65,7,2209,1,Paid,No
4127,83,7,2209,3,Paid,No
4130,83,7,2209,4,Paid,No
4119,65,7,2209,1,Paid,No
4204,65,7,2209,4,Paid,No
4204,83,7,2209,8,Paid,No
4208,83,7,2209,3,Paid,No
4212,93,7,2209,11,Paid,No
4212,65,7,2209,1,Paid,No
4212,83,7,2209,9,Paid,No
4216,65,7,2209,9,Paid,No
4216,83,7,2209,16,Paid,No
4218,83,7,2209,2,Paid,No
4220,65,7,2209,1,Paid,No
4223,100,7,2209,1,Paid,No
4223,93,7,2209,1,Paid,No
4223,65,7,2209,4,Paid,No
4223,91,7,2209,2,Paid,No
4223,83,7,2209,4,Paid,No
5104,93,7,2209,1,Paid,No
5104,65,7,2209,9,Paid,No
5104,91,7,2209,1,Paid,No
5104,83,7,2209,13,Paid,No
5122,65,7,2209,4,Paid,No
5122,83,7,2209,3,Paid,No
4201,65,7,2209,8,Paid,No
4201,83,7,2209,7,Paid,No
4203,65,7,2209,1,Paid,No
4203,83,7,2209,1,Paid,No
4206,65,7,2209,2,Paid,No
4206,83,7,2209,1,Paid,No
4207,65,7,2209,8,Paid,No
4207,83,7,2209,15,Paid,No
4213,65,7,2209,6,Paid,No
4213,83,7,2209,9,Paid,No
4221,65,7,2209,4,Paid,No
4221,83,7,2209,3,Paid,No
4222,100,7,2209,2,Paid,No
4222,93,7,2209,1,Paid,No
4222,65,7,2209,3,Paid,No
4222,83,7,2209,3,Paid,No
4225,83,7,2209,12,Paid,No
4225,51,7,2209,1,Paid,No
4226,65,7,2209,6,Paid,No
4226,83,7,2209,7,Paid,No
4227,65,7,2209,5,Paid,No
4227,83,7,2209,6,Paid,No
6211,65,7,2209,2,Paid,No
6214,65,7,2209,6,Paid,No
6214,83,7,2209,6,Paid,No
6229,65,7,2209,8,Paid,No
6229,83,7,2209,12,Paid,No
8224,65,7,2209,9,Paid,No
8224,83,7,2209,15,Paid,No
